# GM,diameter,a,e,i,om,w,ma
,,,1.0,43.783,124.922,343.002,
,,,1.0,137.746,252.280,215.878,
,,,1.0,129.062,102.326,95.828,
,,,1.0,102.996,329.609,136.471,
,,,1.0,159.267,45.313,219.840,
,,,1.0,57.0108,313.0142,21.8478,
,,,1.0,56.4522,179.5344,331.9459,
,,,1.0,144.9537,324.9868,225.2131,
,,143.2012411,0.995488,63.1762,269.4837,4.0970,0.0
,,,1.0,134.303,325.642,253.743,
,,,1.0,140.7050,26.8770,131.5607,
,,,1.0,62.9454,311.5035,114.9175,
,,212.3922051,0.995125,106.9342,143.0497,65.4097,-0.0024697
,,82.8809998,0.980916,31.2554,95.6306,314.5022,-0.0000000
,,,1.0,158.8486,243.1457,170.5629,
,,,1.0,99.0577,45.2750,205.1622,
,,,1.0,43.111,325.829,304.326,
,,,1.0,89.7518,72.9950,112.3619,
,,,1.0,116.9058,92.5372,348.1071,
,,,1.0,80.7517,276.2349,13.4158,
,,,1.0,106.4613,51.1843,169.2121,
,,,1.0,126.3969,179.9345,344.6905,
,,,1.0,143.6913,100.2415,237.7758,
,,310.8303474,0.996316,127.3429,95.2425,181.1055,0.0022903
,,,1.0,103.8194,305.5054,28.4867,
,,,1.0,125.4324,236.7952,334.0800,
,,,1.0,54.5985,281.7415,85.2292,
,,246.6049931,0.996395,123.3414,22.5831,106.1910,-0.0043324
,,271.5793390,0.995431,146.4353,218.1296,256.9174,-0.0024632
,,,1.0,89.6749,195.3795,177.2965,
,,,1.0,39.9903,200.0590,279.3841,
,,340.0629984,0.997492,25.9496,46.4025,13.8101,0.0010254
,,,1.0,90.6234,237.5505,279.5835,
,,,1.0,102.3898,186.9924,151.0340,
,,,1.0,125.8788,152.1007,258.7039,
,,,1.0,21.2570,208.7642,5.7962,
,,,1.0,135.2630,340.2392,26.8884,
,,,1.0,136.6727,74.8269,204.6342,
,,,1.0,7.3488,325.5873,259.5795,
,,,1.0,5.9759,229.0377,49.9876,
,,,1.0,170.8846,60.7681,210.5630,
,,,1.0,53.0716,122.1788,72.2671,
,,180.8075556,0.993250,120.7807,239.0658,156.6198,-0.0071436
,,,1.0,79.8512,188.2715,138.0440,
,,43.4525676,0.965941,57.9043,251.2145,133.5127,0.0582721
,,,1.0,106.4213,210.0089,240.4937,
,,64.2674419,0.999914,144.3548,3.5272,82.6390,0.0
,,,1.0,52.7241,159.4411,124.2527,
,,3520.1687243,0.999757,131.4092,33.8483,211.2748,-0.0000795
,,358.9355301,0.999302,45.5651,120.5910,177.5055,0.0008419
,,,1.0,46.8605,338.9135,114.5819,
,,,1.0,56.4038,349.2811,205.4516,
,,,1.0,131.0985,339.9729,75.7977,
,,194.9062788,0.992403,47.4257,113.2746,337.9898,0.0
,,66.1130816,0.990414,150.6809,263.9889,99.7253,0.0
,,,1.0,122.3771,163.4642,78.7517,
,,,1.0,49.7196,6.8369,93.9763,
,,473.2555556,0.999910,48.6636,23.8240,254.3565,0.0008822
,,-2926.3471646,1.000723,100.4185,176.0849,32.3587,-0.0001073
,,1251.6357193,0.998589,96.5817,340.4045,91.5248,-0.0000632
,,,1.0,147.3551,78.8836,55.4717,
,,-1912.9360465,1.000172,108.1326,192.9665,276.6090,-0.0002344
,,,1.0,95.5938,213.6499,260.9477,
,,,1.0,85.0400,217.3332,208.0066,
,,568.5696122,0.998427,66.9587,32.6350,236.5868,0.0006025
,,-1233.4106383,1.000940,67.1526,204.6602,33.1621,-0.0004321
,,771.8979300,0.998599,68.1848,94.9833,180.5495,-0.0000932
,,,1.0,40.0621,208.1112,243.2029,
,,,1.0,38.2035,225.7722,87.2603,
,,,1.0,73.9862,46.4289,294.4471,
,,,1.0,131.1243,319.2712,37.2061,
,,,1.0,159.7566,71.6574,275.9051,
,,84.8136084,0.989286,122.1955,43.0218,199.2335,0.0210396
,,-1227.3360000,1.000250,61.5008,142.5664,170.4413,-0.0004173
,,-260.3358434,1.000664,118.9963,222.1161,277.8407,0.0039597
,,,1.0,113.8757,229.0785,170.9202,
,,,1.0,97.4867,317.4960,101.6255,
,,,1.0,108.7032,349.6985,74.5689,
,,118.2650281,0.993246,40.9201,326.5162,129.8988,0.0007598
,,156.4219307,0.991309,14.1520,240.2563,287.0725,0.0
,,63.0051989,0.965185,128.5764,191.7463,323.0929,0.0
,,39.9130802,0.985780,156.8707,262.2306,22.4883,-0.0533693
,,,1.0,169.8240,53.6616,325.6152,
,,,1.0,87.9479,315.1526,121.5663,
,,,1.0,121.0332,25.6944,134.0658,
,,38.1314715,0.980414,32.7565,202.8313,180.9440,0.0397802
,,182.3446712,0.996913,123.9614,16.9550,124.8444,0.0
,,,1.0,142.1557,141.3074,95.1021,
,,,1.0,99.9713,326.9503,98.8587,
,,156.1319838,0.996295,116.9512,167.3044,129.1144,0.0038070
,,,1.0,158.7051,161.7449,155.5411,
,,,1.0,95.4894,359.3146,282.0049,
,,,1.0,79.6819,326.0179,209.7599,
,,,1.0,79.6193,326.0119,209.6880,
,,,1.0,48.2360,10.8261,41.2172,
,,,1.0,79.3233,86.6271,76.8841,
,,,1.0,32.2097,46.7744,311.9767,
,,55.6818869,0.983465,79.7733,31.8674,213.4496,-0.0234598
,,55.0826524,0.985070,85.4424,280.9099,330.0841,-0.0434129
,,,1.0,138.0019,147.0373,331.5973,
,,,1.0,172.1091,328.4371,27.1664,
,,,1.0,137.5412,357.6952,230.5764,
,,-16219.6734694,1.000049,85.3553,118.8387,74.4657,-0.0000095
,,1269.9619501,0.999159,112.6209,253.1661,3.9669,-0.0000086
,,682.7155266,0.999079,85.4961,252.0825,55.5925,-0.0009042
,,-1974.6075188,1.000665,83.3151,106.9346,78.1166,0.0001273
,,630.1632471,0.998879,78.0817,99.3940,357.2129,-0.0011820
,,,1.0,64.4906,306.6287,115.6692,
,,249.1888189,0.996351,178.1269,97.6742,151.5802,-0.0047799
,,1450.4859813,0.999358,109.7124,33.6662,232.4593,0.0000733
,,,1.0,134.9822,176.8808,346.0949,
,,,1.0,48.8623,205.1126,118.4522,
,,,1.0,162.8931,342.7789,178.4993,
,,,1.0,92.4945,254.8252,111.7175,
,,,1.0,96.5735,66.8417,148.6408,
,,,1.0,131.5581,54.1124,126.6431,
,,,1.0,111.6853,313.3277,188.1940,
,,,1.0,121.7835,143.5674,198.2279,
,,,1.0,99.3580,14.7591,354.9389,
,,,1.0,147.2703,96.5866,90.6273,
,,299.3138152,0.997814,87.6034,281.1122,222.5068,0.0
,,,1.0,101.9782,213.7030,96.3220,
,,161.2851143,0.995714,98.2992,148.9291,242.8935,0.0087228
,,225.7137578,0.996482,95.9662,232.3621,193.7729,-0.0035702
,,1425.6037037,0.999730,121.4625,178.4959,233.7544,0.0001233
,,,1.0,58.8932,32.0541,269.5098,
,,,1.0,148.4122,275.8486,331.7167,
,,572.6966102,0.998820,66.3439,120.4950,152.3804,0.0004776
,,840.5893926,0.998831,41.8266,253.2797,92.6123,0.0
,,45.4027920,0.962822,34.1267,217.6274,149.5850,-0.0070928
,,,1.0,99.2205,283.7164,16.2682,
,,,1.0,152.8948,188.9608,347.1611,
,,730.7538462,0.998700,121.1548,318.3341,63.1204,-0.0000000
,,485.8223399,0.997923,77.1916,347.7984,116.7721,-0.0015008
,,,1.0,102.2274,252.7106,143.2049,
,,,1.0,115.7261,185.9981,103.2436,
,,,1.0,78.1761,103.9645,177.5898,
,,,1.0,107.0440,47.4546,3.7528,
,,,1.0,77.1302,88.8689,115.4560,
,,,1.0,107.7629,34.1187,84.2634,
,,,1.0,144.6666,7.7774,86.2486,
,,-2231.7490775,1.000813,123.0563,258.9247,145.1676,-0.0001702
,,,1.0,141.9119,47.0065,323.1288,
,,,1.0,60.7007,251.0495,11.6877,
,,,1.0,77.9336,128.1073,173.8057,
,,179.9767618995687,.9959186382314478,63.42560748109106,272.6301993914053,354.2330132349609,.02819118185836714
,,,1.0,140.2281,98.7236,122.1455,
,,,1.0,112.8160,275.8195,6.2860,
,,195.8064286,0.990169,144.8016,183.0394,117.9488,0.0
,,10127.1666668,0.999994,73.7977,206.5911,208.9854,-0.0000068
,,76.7326733,0.999899,142.0112,347.6563,69.5843,0.0048036
,,83.3440860,0.999907,142.0111,347.6566,69.5853,0.0184925
,,91.1882353,0.999915,142.0105,347.6545,69.5840,0.0037079
,,96.8625000,0.999920,142.0093,347.6510,69.5808,0.0033869
,,,1.0,96.1466,250.7703,254.2883,
,,,1.0,78.0648,279.7735,110.8946,
,,,1.0,114.9770,265.9925,138.5968,
,,3.0701575,0.583252,5.4701,6.7602,301.0508,-15.5674861
,,,1.0,80.6240,93.8996,178.5163,
,,42.2388926,0.982264,59.0970,206.3675,42.8501,-0.0131309
,,-1799.272955838197,1.00035702134599,82.62929773653367,37.96270464677107,126.5900273122162,-.001013182590135566
,,-2387.140988185462,1.000200765618757,84.44109026039496,69.90998871451018,119.6245794588133,-.0007756571528840737
,,,1.0,42.4422,263.8113,35.5904,
,,83.8678893,0.996783,87.6615,194.2045,201.2872,0.0193958
,,,1.0,100.218,289.365,38.559,
,,3.0920110,0.571388,12.6710,55.1391,176.8756,-18.8912677
,,-1625.7769608,1.000408,101.6154,138.9713,86.3484,-0.0002556
,,,1.0,144.383,4.585,83.513,
,,99.9720962,0.983694,104.2738,281.5113,159.4231,0.0119400
,,,1.0,85.5867,259.7963,31.9115,
,,,1.0,139.7763,137.0419,36.5539,
,,356.7476325,0.996093,17.5479,246.8451,15.0876,0.0001224
,,169.3582162,0.995874,42.2482,246.9623,359.9049,0.0029058
,,9806.8043478,0.999908,74.1904,103.0576,59.2168,0.0
,,-1475.5414634,1.001230,166.3842,358.9751,340.4642,0.0001101
,,179.4940085,0.991488,56.3425,139.0896,290.8087,-0.0054438
,,12393.3846154,0.999818,163.8517,312.2212,236.0618,-0.0000031
,,435.2118041,0.997611,65.9916,287.7115,345.8619,-0.0003022
,,,1.0,56.7537,10.0183,199.8551,
,,-7171.3609023,1.000266,120.5690,321.8779,68.9273,-0.0000001
,,,1.0,63.3509,15.8347,85.6608,
,,1550.0897909,0.999187,98.9373,101.6590,163.0523,0.0000806
,,495.8076550,0.995872,154.3070,86.9342,331.2842,0.0
,,,1.0,120.5116,195.4535,178.7501,
,,,1.0,77.9880,219.5276,269.5671,
,,809.1662727,0.998731,38.7002,242.4297,24.4974,0.0002076
,,-5311.9299191,1.000371,89.6959,254.9390,129.3189,0.0000262
,,-2213.1269841,1.000441,24.8012,266.0346,252.6530,0.0001838
,,,1.0,143.8494,187.1426,85.2140,
,,1249.1648148,0.999460,159.9804,338.8337,47.1176,-0.0002628
,,231.2705782,0.996489,129.8233,176.4141,347.4515,0.0
,,3.7965927,0.697887,5.5274,85.7329,46.3504,1.4742407
,,97.1759589,0.989884,86.9666,207.8852,324.1843,-0.0122333
,,3.7293433,0.652013,2.9923,171.7537,167.7817,0.5042226
,,-3764.2745098,1.000051,141.6263,321.9554,272.6665,0.0000605
,,,1.0,76.2461,84.5467,298.7831,
,,,1.0,155.7381,210.2789,358.3153,
,,-1189.6764706,1.000476,55.5600,179.7008,1.7387,0.0
,,,1.0,88.4215,152.4400,41.0582,
,,-1081.1709054,1.000983,146.1365,87.9315,172.3394,-0.0000999
,,,1.0,69.6101,33.4878,65.9082,
,,56.0350455,0.980454,72.5292,263.8681,47.3073,-0.0132336
,,-1821.8361884,1.000934,69.9358,75.4087,233.2693,0.0001705
,,,1.0,70.0300,260.5279,205.6135,
,,,1.0,166.8542,279.6618,22.3475,
,,,1.0,28.8596,36.2954,162.3761,
,,,1.0,140.3448,97.7443,123.5520,
,,4634.0588235,0.999507,22.5046,97.2443,4.6417,0.0000231
,,-982.6193349603467,1.000332344593772,146.2697266518107,26.40756558706848,8.708248128159132,.0006886851155454215
,,,1.0,76.9442,273.6234,10.7733,
,,-1258.5340265,1.001058,146.4486,41.7943,24.4095,-0.0004064
,,-3418.615799665762,1.000296855193023,62.53281038405206,329.4122561439793,12.42282714109557,6.064674209013257E-5
,,,1.0,131.0770,111.0333,203.0522,
,,,1.0,65.201,54.033,229.621,
,,12533.5625000,0.999968,156.3548,50.7407,152.9838,0.0000019
,,-4599.5439469,1.000603,43.8956,118.8108,5.8316,0.0000096
,,1244.1242424,0.999670,30.9416,3.6492,133.7111,0.0002357
,,,1.0,66.4835,214.4924,184.9416,
,,-813.2561576,1.000406,85.0155,294.9099,127.2521,0.0002504
,,-3155.666144588684,1.000858018041939,125.1312052229071,277.1206387279993,53.51919815050613,.0005358932803465521
,,-2775.8834808,1.000678,99.5989,219.7891,40.7407,0.0000822
,,36.399128379526,.9693742867786072,40.46302538375451,158.7280644873234,357.7250650049839,.06672090000866263
,,,1.0,140.5768,224.2493,132.6937,
,,,1.0,43.6521,93.3702,199.2180,
,,-25317.81013950416,1.000051201500197,126.4424083615137,287.707035128854,89.85081610266968,1.497443260138376E-5
,,5334.060305560906,.9993723690437891,4.27905647724732,343.6108556277832,158.9762813476402,.000456572348174642
,,,1.0,83.4615,73.3526,276.4641,
,,23.5878815732295,.9487613644511061,56.03318114356772,85.80950568189182,8.456068197911931,.07246978788815957
,,-2045.5682951,1.001003,141.6595,98.4842,317.1197,-0.0001450
,,,1.0,110.0572,190.4170,328.7561,
,,424.6873964,0.998794,8.9577,144.2656,294.4727,0.0019751
,,,1.0,119.6347,55.8959,294.3789,
,,-1448.24915314996,1.00065269398285,140.1752928975709,104.4582667991883,171.5974008124759,-.0008987656028126364
,,160.9095074,0.994762,52.0803,306.8791,4.9955,0.0
,,25794.9999998,0.999995,138.7812,90.0354,320.9122,-0.0000020
,,9596.1231527,0.999797,121.0556,290.7799,50.9574,-0.0000113
,,184.0682364248767,.9962849053777152,148.4199840116817,158.6654424800572,110.3703116756058,.01157344833608205
,,163.4153589,0.997005,33.8095,294.2071,153.0045,-0.0081325
,,429.6906710,0.998167,108.1000,36.4312,122.0359,0.0007913
,,-2064.1088435,1.000147,96.4659,89.8969,71.7112,0.0000025
,,-1587.7583149,1.000451,79.8097,298.2475,25.6216,-0.0000071
,,,1.0,124.6351,145.0159,99.6836,
,,309.1746604,0.995288,152.3673,316.2621,52.9575,0.0031550
,,555.7868852,0.997560,143.3547,158.6396,117.7060,0.0
,,-7125.5419355,1.000155,68.0388,60.3963,97.4671,0.0000135
,,-11306.8584906,1.000106,23.9138,200.1163,72.2254,-0.0000063
,,,1.0,112.9822,33.8561,116.4004,
,,-1138.8449848,1.003290,71.0410,271.5138,13.9992,0.0004235
,,534.2998501,0.998666,77.8360,1.5829,270.3467,0.0008403
,,-6657.5231788,1.000151,54.7922,73.4529,247.7845,-0.0000284
,,,1.0,53.5460,78.8935,118.8479,
,,2834.3630252,0.999405,25.6592,184.4572,120.6215,0.0000256
,,27.6473325,0.993121,32.6828,88.6683,121.3190,0.0259325
,,,1.0,158.7379,10.8350,119.1607,
,,,1.0,69.7093,18.8382,194.9062,
,,3.5448254,0.468582,5.5752,118.9506,279.2968,2.0311298
,,-5023.8333333,1.000222,46.3823,122.0975,185.7533,-0.0000548
,,,1.0,123.175,316.713,276.576,
,,193.9334347,0.994081,22.0303,108.8324,340.8876,0.0038292
,,-2824.8095238,1.000357,132.1876,269.4395,64.4901,-0.0001277
,,7.215679243118054,.8477830042382304,22.07043088985424,68.21958086018842,96.44867266037815,1.406320577765237
,,125.0063689,0.986968,32.4456,275.5991,183.6812,0.0
,,-3597.71420518172,1.000627821023657,51.45604216822986,221.5793338460102,118.2948287086207,.0002077121890462059
,,147.4205906,0.993735,23.3659,263.0567,264.4827,0.0
,,,1.0,113.7920,227.7378,255.3244,
,,1252.2788873,0.998598,72.3273,115.0738,271.4401,-0.0003992
,,,1.0,120.1495,81.1240,66.5394,
,,-1719.0727796,1.002432,146.7131,358.5393,205.7601,0.0000007
,,334.4183047,0.995116,26.9797,7.0401,259.2776,-0.0001397
,,-1833.8462810,1.000605,100.0224,319.1096,36.1814,-0.0000189
,,-1512.0178218,1.000505,144.5980,141.7818,126.1298,0.0
,,-4100.1125654,1.000382,49.3307,335.6130,106.3992,0.0000527
,,,1.0,123.0003,283.4568,354.8856,
,,176.6645221,0.992384,128.2986,137.1264,328.2585,0.0009217
,,,1.0,92.363,19.815,231.851,
,,,1.0,83.6631,109.6946,224.4377,
,,2023.0104338,0.998179,87.6525,215.6504,11.1365,-0.0000189
,,1100.9812500,0.999840,85.1126,78.2436,47.1588,0.0002110
,,691.5997942,0.999028,124.5103,179.9721,157.4943,0.0
,,581.6554307,0.998131,99.8830,148.5325,325.0835,0.0
,,-3966.8549618,1.000524,71.9693,117.3671,24.6270,-0.0000162
,,61.7230336,0.992194,67.1409,91.2366,46.9599,0.0329273
,,,1.0,97.0912,279.2646,320.9657,
,,50.3391355,0.979203,42.2957,192.2401,320.1467,0.0447951
,,111.1632047,0.999326,169.2881,102.2776,168.1455,-0.0159042
,,45.0052380,0.972127,74.2776,213.4835,303.5157,-0.0193520
,,,1.0,58.0633,18.7965,110.3054,
,,-2736.5647841,1.000602,78.3894,246.0897,69.7870,-0.0001002
,,-1616.7582110,1.001431,124.9886,216.0937,329.6944,-0.0001679
,,43.8914138,0.976369,71.7195,345.4620,38.4713,0.0275939
,,40.9498081,0.972386,24.5025,78.5878,327.3619,0.0318562
,,,1.0,86.6786,312.4663,135.9874,
,,93.2782889,0.991304,65.4251,92.4472,18.3969,-0.0212995
,,,1.0,141.9494,74.2111,124.3132,
,,-1977.2171149,1.002045,66.1122,300.5614,44.8957,-0.0002201
,,133.7225532,0.991775,78.5447,134.9408,148.4754,0.0013033
,,92.3904830,0.994389,121.9417,265.0062,45.8496,-0.0053498
,,-12655.4087591,1.000137,41.5515,128.6082,107.7345,0.0000110
,,32.7445244,0.981098,26.0205,58.2580,31.4751,0.0760924
,,57516.2666667,0.999985,146.4156,59.4207,114.8366,-0.0000000
,,71.0394895,0.972499,11.5806,97.7957,147.4924,-0.0102808
,,146.3132530,0.995103,63.5238,289.6136,169.0243,0.0106627
,,346.8588313,0.998477,138.1212,312.2772,89.2397,-0.0004835
,,336.6128917,0.997192,92.9520,197.1118,126.7769,0.0043686
,,56.4925615,0.980843,54.6906,135.0616,235.7368,0.0226340
,,-758.2494845,1.000485,49.8942,296.5905,199.5690,-0.0004831
,,-727.7368060,1.001459,133.1141,128.0685,329.6782,-0.0008414
,,50.1551733,0.981221,26.2756,329.7897,132.7319,0.0
,,879.7694878,0.999102,168.2039,43.1069,268.6997,0.0006928
,,-3599.9547325,1.000243,94.5165,257.5598,85.3219,-0.0000008
,,-1618.4804031,1.000893,79.4520,340.9347,223.4157,0.0000025
,,-1292.3044298,1.003183,172.5144,281.0393,163.6206,0.0002275
,,19.3951116,0.933639,37.9961,172.2906,335.2229,0.0
,,173.4555356,0.992196,19.7127,100.7990,39.8432,-0.0007426
,,,1.0,161.3186,83.3863,36.4129,
,,,1.0,136.181,58.631,33.078,
,,370.9009231,0.993500,17.2882,29.0848,238.9426,-0.0026302
,,-1067.5937650,1.002085,95.0056,203.5003,336.9741,-0.0002434
,,,1.0,156.5080,255.0453,280.1236,
,,,1.0,49.480,326.204,216.712,
,,,1.0,141.8734,351.2006,72.0619,
,,-1474.8751069,1.001169,72.8427,129.6650,54.3280,-0.0000568
,,,1.0,169.5619,301.9765,22.2328,
,,-1464.0631443,1.000776,56.9647,238.3356,320.4130,0.0000039
,,-2542.4107709,1.000947,108.1742,35.5588,348.6250,0.0001279
,,217.5666537,0.997427,39.3015,353.9098,303.7545,-0.0018313
,,,1.0,129.1558,323.0708,182.1286,
,,,1.0,111.4094,233.0629,357.3889,
,,-2688.1825095,1.001052,97.3313,311.7961,9.3752,0.0001107
,,-2060.9504132,1.000363,140.5681,271.4398,350.2146,0.0000271
,,,1.0,106.291,312.659,221.236,
,,243.4336283,0.999548,138.5419,337.3040,196.1521,-0.0004112
,,296.5579515,0.999629,138.5332,337.3059,196.1504,-0.0003058
,,-1382.0801843,1.001085,77.5331,199.3010,61.9241,0.0000443
,,-2677.3265565,1.000787,92.9194,247.6525,66.8980,-0.0000542
,,1661.0240000,0.999875,23.1489,203.8209,317.0555,-0.0001005
,,3884.5787037,0.999352,130.2675,120.6032,229.9503,0.0000118
,,,1.0,53.2325,140.4113,191.8392,
,,-1431.5636523,1.002278,155.0779,122.1206,73.4648,0.0001377
,,2083.4000000,0.999935,23.1170,211.0395,107.2521,-0.0001184
,,509.1675330,0.997499,87.6054,67.6685,274.2092,-0.0005890
,,-3580.9691445,1.000713,131.3511,222.3271,40.0905,0.0000905
,,1517.8296460,0.998644,105.7686,309.7099,89.5300,-0.0002592
,,-2089.6303818,1.001231,144.1552,38.8905,192.4685,0.0001956
,,,1.0,87.8968,311.2198,68.6020,
,,2836.8850575,0.999739,152.5337,76.8942,269.6206,0.0001047
,,3.42804069796391,.5143270410947761,16.35240080486369,128.4780488005089,343.0342598126005,16.86805708394172
,,74.6447858,0.982816,112.0282,122.3556,144.8846,-0.0178858
,,4605.0766284,0.999739,45.5521,188.6438,96.5825,-0.0000260
,,407.0848411,0.995910,59.1154,221.3917,191.6259,0.0021099
,,-2267.4314869,1.000343,97.1837,343.5816,253.8218,-0.0000170
,,391.7715600,0.997391,93.8573,275.8856,85.7400,-0.0004367
,,-1194.607248140641,1.000812137032861,53.22829001016455,3.030696151867205,194.382087584747,-.002395444711439959
,,,1.0,13.5729,115.2328,94.0779,
,,,1.0,136.6445,292.7314,1.4178,
,,-4289.5229885,1.000174,88.5406,75.5684,254.7275,0.0000573
,,-2368.7447552,1.000286,116.1542,122.8248,357.2601,-0.0001277
,,-7603.0137525,1.000509,100.3891,265.3399,144.6706,-0.0000183
,,-873.5528177,1.004667,79.5999,72.8723,57.2975,-0.0007125
,,-1610.7774991,1.002791,123.9327,321.3347,73.7500,0.0002269
,,50.2320707,0.989361,86.5016,48.9416,32.5143,0.0493696
,,244.7196983,0.994167,50.0329,303.4659,13.2183,-0.0050317
,,-934.1246040,1.000947,107.5221,339.4213,348.1929,-0.0001056
,,,1.0,147.4519,226.7159,81.0015,
,,-1620.1318761,1.002745,33.2017,233.6563,13.2594,-0.0000516
,,-1283.838103706093,1.000246171221804,119.9442980711338,215.855416219375,308.7745688762147,.001970487023783239
,,558.9496063,0.999365,93.9411,68.3242,40.3197,-0.0008530
,,,1.0,156.7154,210.8753,277.6138,
,,23205.0701754,0.999943,15.7879,151.1944,16.4658,0.0000030
,,12150.7313433,0.999866,61.2576,323.7788,100.7361,0.0000011
,,-466.7913401,1.002679,12.8322,105.7350,186.5069,-0.0006407
,,-1251.7453754,1.000919,48.2566,159.9227,124.7085,0.0000532
,,,1.0,107.7622,225.7683,300.6059,
,,4974.0634921,0.999748,19.6339,100.6205,84.6925,-0.0000147
,,-3478.2965517,1.000145,159.6002,252.6387,306.6343,-0.0000672
,,,1.0,69.5010,83.7794,273.2478,
,,-4826.8404977,1.000884,125.4695,307.2619,46.4607,0.0000200
,,105.1100990,0.989900,150.9552,177.2778,136.6139,-0.0173022
,,1057.8684211,0.999962,24.2116,298.9545,270.7008,0.0006447
,,204.5261241,0.989569,153.2780,155.4385,233.5552,-0.0027648
,,83.1862482,0.991812,155.7107,247.3552,126.5749,0.0225505
,,-10465.6666668,1.000003,65.0142,304.6776,11.4731,0.0000040
,,,1.0,72.8735,79.8183,72.1412,
,,95.4460214,0.993377,160.6487,53.2187,336.3018,0.0111249
,,792.3201031,0.998060,86.2194,43.4648,146.6221,0.0002262
,,93.7962963,0.999946,144.5821,7.9393,86.1601,0.0163221
,,123.0299975,0.995933,161.8323,309.8701,58.4245,-0.0120050
,,53.5099303,0.984643,171.9200,269.9493,290.7618,-0.0206754
,,361.1342128,0.996513,67.9689,280.4451,20.6856,0.0014094
,,91.6000000,0.999915,141.8642,346.9947,69.0486,-0.0159460
,,103.7066667,0.999925,141.8610,346.9811,69.0343,-0.0132361
,,,1.0,65.0092,175.6235,150.5239,
,,3821.7115385,0.999376,40.2648,156.0516,154.4836,0.0000581
,,1111.0434783,0.998183,28.7058,167.6893,136.1701,0.0001918
,,,1.0,48.279,107.660,50.047,
,,-1072.1867008,1.000391,9.0798,75.7078,79.7840,0.0002559
,,,1.0,106.4756,200.5401,144.3132,
,,,1.0,99.1058,306.8449,173.2610,
,,,1.0,56.7083,32.2934,78.9440,
,,2000.6851415,0.999152,129.3153,255.3211,70.8641,0.0000914
,,171.8803996036914,.9960415672594262,102.1692968235143,233.1073805647872,50.44872528845964,.0003181766554038727
,,,1.0,61.7687,254.7165,353.9761,
,,-1623.117191661796,1.000714944182529,143.2382577330874,106.7472693271163,88.71580189517236,.000408097515970826
,,,1.0,93.1695,319.3954,26.8644,
,,,1.0,127.9128,253.2939,282.8072,
,,,1.0,135.165,209.197,101.688,
,,705.6890828,0.995301,45.2291,16.1100,82.5798,0.0003550
,,1964.6685714,0.999125,86.3128,301.7583,123.4686,0.0001512
,,,1.0,8.9257,192.3980,299.0175,
,,6411.802690156574,.9999262860491135,75.817759638773,101.6597792776785,267.8343004824276,5.899664078865296E-5
,,141.2151300,0.996193,90.0394,224.6574,354.1460,0.0087838
,,,1.0,100.1760,30.6057,266.6535,
,,,1.0,139.0714,337.0147,61.2903,
,,-23177.8958333,1.000048,126.7199,21.7014,96.5835,0.0000001
,,,1.0,60.7849,293.6802,318.5220,
,,-1591.3445161,1.000775,109.6825,104.0760,152.3628,-0.0002833
,,494.7780149,0.998126,123.6930,160.2988,257.6978,-0.0003314
,,1071.8223749,0.996943,175.6160,24.7484,128.7315,0.0000693
,,-679.9788486,1.006288,79.3681,225.4863,56.6577,0.0002329
,,-2109.0687623,1.001018,141.8554,43.1885,334.3058,-0.0000537
,,54008.3111111,0.999910,113.0902,314.8839,267.2042,0.0000008
,,-5012.2235529,1.000501,138.6283,175.8772,346.2351,0.0000126
,,1082.2388410,0.998723,121.5982,164.8177,74.8598,-0.0000050
,,-17803.1250000,1.000008,14.3043,258.4895,37.7976,-0.0000018
,,88.2336158,0.972977,48.3290,57.8409,123.4776,0.0088653
,,-81560.2711864,1.000059,137.4032,279.2376,72.5430,0.0000002
,,-5975.2255054,1.000643,108.0665,244.6006,221.2562,0.0000344
,,1660.6963696,0.999697,61.2842,143.7346,333.1341,-0.0000634
,,7566.4723618,0.999602,50.6485,12.3684,261.3664,-0.0000093
,,67.2323099,0.979579,173.1585,165.7415,176.7744,-0.0357546
,,-1524.5511651,1.003948,60.8537,226.1041,151.7597,0.0002190
,,,1.0,134.8269,51.3485,324.9673,
,,-865.3472711932214,1.001406308953813,55.24387247326265,157.9088491914364,264.1307036669535,.002610395599321466
,,-4387.2268041,1.000097,80.7812,296.3521,116.9699,0.0000667
,,629.859808579882,.9974535071333347,91.60772360989004,278.6784697590891,246.2413001275608,359.9995088135313
,,58.4126995,0.985653,118.2332,216.8053,152.0192,0.0433591
,,6780.2068966,0.999971,43.0664,118.9240,358.4270,0.0000120
,,-13116.71101938279,1.000016674971074,70.62621264302751,271.3130432964032,358.0898765494447,5.371826066266712E-7
,,-711.6705107,1.001214,93.9552,281.4943,215.4661,0.0009905
,,136.9865891,0.993811,46.8340,160.7896,313.0066,0.0045253
,,-3278.0724154,1.002099,112.0259,22.7870,193.4266,0.0000654
,,,1.0,147.778,70.203,221.767,
,,5143.8590164,0.999695,38.8063,81.4110,193.2643,-0.0000138
,,-1490.0572373,1.003931,86.6321,286.0372,118.7899,-0.0000923
,,3.846712666293575,.2591709272577772,3.201390021545717,80.76841392823735,26.55061765477661,26.52038168396465
,,-1630.1217912,1.003506,64.5266,338.1707,146.2750,-0.0000447
,,,1.0,43.1952,20.1385,249.3565,
,,2195.732462777536,.9995488629310232,48.71186798948968,182.522677148649,163.4866545272833,359.9999083254316
,,9817.5449591,0.999633,168.5495,5.2850,318.1658,0.0000113
