0,40,0
key,merger [Bool],mass [kg],x [m],y [m],z [m],vx [m/s],vy [m/s],vz [m/s]
5023899697671062482,0,7.955680000000000e+36,-7.830563369121250e+12,7.982812985871750e+12,-2.054610858001123e+12,-6.181512965512452e+02,-3.559458106762388e+02,1.907237692963348e+01
5023899697671062482,0,1.988920000000000e+33,6.223132082000867e+15,-1.281555533890807e+16,-5.457304589303088e+14,-1.579575330301978e+05,-6.848424402348697e+04,9.279223725032695e+01
5023899697671062482,0,1.988920000000000e+33,-1.419654467850273e+15,-5.909802839515258e+15,4.629947172796820e+14,2.702887945516155e+05,1.808535094403503e+05,-1.203009800937413e+04
5023899697671062482,0,1.988920000000000e+33,-7.815294072403657e+15,-1.518454809500513e+16,-1.055298625875942e+15,-6.602731301526574e+04,-2.927515992776831e+04,6.679015823460096e+03
5023899697671062482,0,1.988920000000000e+33,1.650468547283528e+16,1.426777083159340e+16,7.971980062813470e+14,7.220255331163904e+04,7.938460884524741e+04,8.912850460964110e+02
5023899697671062482,0,1.988920000000000e+33,-5.425361204609918e+15,4.219275203345118e+14,5.662255360467250e+14,6.438730196147458e+02,3.009503210980738e+05,1.060634342512545e+05
5023899697671062482,0,1.988920000000000e+33,2.689346163385744e+15,-6.217795886249342e+15,8.844649480159541e+14,2.738541087332897e+05,1.695849465272175e+05,5.078716602987307e+03
5023899697671062482,0,1.988920000000000e+33,2.749358420453528e+15,-3.944312641842720e+15,-9.761300152382085e+14,3.285388143576311e+05,1.569449439402950e+05,-1.954940517571347e+04
5023899697671062482,0,1.988920000000000e+33,1.066086166028460e+16,9.118908720190254e+15,-7.453506995993248e+14,1.099809622248580e+05,-2.844741265866452e+04,-1.082824134840978e+04
5023899697671062482,0,1.988920000000000e+33,-8.602735886211336e+15,-6.657989223385934e+15,2.972782173578498e+14,2.052052745584948e+05,-8.110905631195613e+04,-2.049852464889098e+03
5023899697671062482,0,1.988920000000000e+33,1.463168737709119e+16,-1.009799626630598e+16,1.234629054184782e+15,-8.396575797206140e+04,-9.501967350865595e+04,2.497230971062132e+03
5023899697671062482,0,1.988920000000000e+33,-3.777089987761552e+15,4.352795306011547e+15,1.503691468745179e+15,2.310564141902683e+05,2.389608152402391e+05,1.615912767974286e+04
5023899697671062482,0,1.988920000000000e+33,4.141258237903009e+15,5.114062444750136e+15,-3.172982671261552e+14,2.401532772102659e+05,-1.229859956076441e+05,-2.173537819789924e+04
5023899697671062482,0,1.988920000000000e+33,1.198004403350459e+16,1.587026691048060e+15,-3.776031625472551e+14,5.715896588959507e+03,2.322116591285784e+05,-1.618389959364786e+04
5023899697671062482,0,1.988920000000000e+33,-1.188643443670684e+16,-7.650377306312960e+15,-6.335548391169251e+14,9.468224502309039e+04,-5.553993145178167e+04,-2.387734458580858e+04
5023899697671062482,0,1.988920000000000e+33,-6.376376764993634e+15,-2.976600800216491e+14,-8.626282227127142e+14,4.937217970911704e+04,2.807593484714765e+05,5.663059580812623e+03
5023899697671062482,0,1.988920000000000e+33,8.736041889833652e+15,-4.429024587868074e+14,5.888314867525808e+14,8.016725420806944e+04,2.883872052279812e+05,9.271820148161854e+03
5023899697671062482,0,1.988920000000000e+33,-9.695300990970240e+15,-5.760679906663212e+15,2.660372910033318e+14,1.048797255733014e+05,-6.314667802751462e+04,-3.051354070493364e+04
5023899697671062482,0,1.988920000000000e+33,7.304555178757696e+15,2.482560182675085e+15,5.732036240910918e+14,5.230340077780549e+03,2.592365185989066e+05,-2.468992689165402e+04
5023899697671062482,0,1.988920000000000e+33,6.871353922037295e+15,-9.656220310621446e+15,-4.049322418205355e+14,-1.259193790384922e+05,-1.167743521643775e+05,-4.659970772633250e+03
5023899697671062482,0,1.988920000000000e+33,7.391409727788289e+15,7.305775490841568e+15,-3.384570818239438e+15,-1.570077010353934e+05,-1.520607063986251e+05,3.132875648767612e+04
5023899697671062482,0,1.988920000000000e+33,1.449230142556581e+16,1.375424553096480e+16,3.271348866575418e+14,5.365739361277795e+04,6.493582467603895e+04,-1.245481882683005e+04
5023899697671062482,0,1.988920000000000e+33,1.750423036018882e+15,-4.462342886492789e+15,-4.740903596884998e+13,3.038086096186550e+05,2.446546673048397e+05,-2.329355073888250e+04
5023899697671062482,0,1.988920000000000e+33,1.006763550276943e+16,1.927317571951561e+15,-1.241648262816670e+15,1.028511707271297e+05,-1.901476323489802e+05,-1.417102768394400e+04
5023899697671062482,0,1.988920000000000e+33,-3.069052989751150e+15,-3.419741611535259e+15,1.634587130247240e+14,2.795265243018189e+05,-2.431879871726573e+05,-1.952234108294717e+04
5023899697671062482,0,1.988920000000000e+33,7.987625508108350e+15,7.175730378979029e+15,-4.073779690534079e+14,-3.314288723009199e+04,1.735885817511218e+05,1.689697354927499e+04
5023899697671062482,0,1.988920000000000e+33,-3.813204317787493e+15,-7.153612958539216e+15,2.784483466059070e+14,2.825265297986295e+05,-5.986508059566746e+04,4.716166927114991e+03
5023899697671062482,0,1.988920000000000e+33,-1.057247877759469e+16,1.569076596293072e+16,-1.208939051211466e+15,-9.100725347081825e+04,-6.991387375077109e+04,-8.795771537335953e+03
5023899697671062482,0,1.988920000000000e+33,-2.403250323963308e+16,-2.526548573985636e+16,2.031671406805225e+15,4.682730560465012e+04,4.061310107385035e+04,-5.118110351746233e+03
5023899697671062482,0,1.988920000000000e+33,-4.075421060327194e+15,2.949051512530111e+15,1.206919767795050e+15,2.727796920378372e+05,2.470858914032945e+05,-3.622665067818471e+04
5023899697671062482,0,1.988920000000000e+33,-4.953041329457442e+15,5.397719474064084e+15,-1.587916926497128e+15,-2.890009503507650e+03,-3.013482333139481e+05,4.776647120448184e+04
5023899697671062482,0,1.988920000000000e+33,2.868763456338382e+15,3.492464905956928e+16,3.393685123088038e+15,-4.911167965271325e+04,-5.365695885280809e+04,-1.343892628349522e+03
5023899697671062482,0,1.988920000000000e+33,5.656892776172337e+15,2.799664852268283e+15,-1.848382267539016e+14,-7.452139065872194e+04,3.065473536802787e+05,-8.133587581218933e+03
5023899697671062482,0,1.988920000000000e+33,7.438143426525722e+15,8.134939353494717e+15,5.196711067912874e+14,1.355267199769497e+05,1.625628677817171e+05,1.271603862453304e+04
5023899697671062482,0,1.988920000000000e+33,-1.627097905954499e+16,-1.587951573286043e+16,1.795285679254406e+15,-7.044833852281340e+04,-6.270192165188799e+04,-1.373547339495854e+03
5023899697671062482,0,1.988920000000000e+33,-8.678994139442129e+14,-1.657316886608479e+16,1.248387146539592e+15,-8.612484721553516e+04,-1.390158147249363e+05,5.700519724387651e+03
5023899697671062482,0,1.988920000000000e+33,-2.161974896241235e+16,-9.607718806495492e+15,2.520151108625524e+15,-3.955245557484850e+04,-5.420723695561841e+04,-5.009445125537088e+03
5023899697671062482,0,1.988920000000000e+33,1.694421094776034e+16,-2.283538092778932e+15,-2.856154132249305e+14,7.222934486543674e+03,-1.519542693565214e+05,1.635419482759267e+03
5023899697671062482,0,1.988920000000000e+33,1.292983173751105e+16,2.253690654191245e+15,2.128374329413820e+15,9.970660592911941e+04,-1.780331382351692e+05,7.775263882961670e+03
5023899697671062482,0,1.988920000000000e+33,-4.424731544201360e+15,-2.308888433614130e+15,-3.024562956219762e+14,-1.461234673066663e+05,3.133964355548878e+05,-5.566119862311652e+04
