0,10,0
key,merger [Bool],mass [kg],x [m],y [m],z [m],vx [m/s],vy [m/s],vz [m/s]
10101961610379636932,0,7.955680000000000e+36,1.574331004345600e+13,2.024843596515200e+13,2.511223490830500e+12,-1.062289482473729e+02,3.636894067197807e+01,-5.843778067069891e+00
10101961610379636932,0,1.988920000000000e+33,-2.237614059798960e+15,-6.171758649899019e+16,8.407315389114704e+15,-2.368200393916577e+04,-7.007292624105922e+03,-5.907791569941812e+03
10101961610379636932,0,1.988920000000000e+33,-5.037946207016624e+15,-6.043333245503344e+15,-3.305299061264110e+14,2.072233735560034e+05,1.343046318045438e+05,7.623828170435970e+04
10101961610379636932,0,1.988920000000000e+33,-3.966102259204272e+15,2.222022518724304e+15,-5.711221675744284e+15,4.211772171890498e+04,-2.217365385222958e+04,5.830160352715504e+04
10101961610379636932,0,1.988920000000000e+33,-2.190715844011723e+16,-1.199624979932168e+16,-5.607933929394264e+15,2.137373871706668e+04,-1.196741873589962e+05,1.341068954752820e+04
10101961610379636932,0,1.988920000000000e+33,1.358053508985302e+16,-9.912799432412032e+15,4.546736207439218e+15,1.699653500126194e+05,6.994175761980612e+03,1.878452152829424e+03
10101961610379636932,0,1.988920000000000e+33,-1.304686725217357e+16,-8.316900535820800e+13,-1.219531418202434e+15,6.357788314528126e+04,-2.015338326448492e+05,9.236475005135178e+03
10101961610379636932,0,1.988920000000000e+33,-2.246338869556224e+15,9.443133059601088e+15,-4.173049076478825e+15,-2.682997869052763e+04,2.053587863310844e+05,-5.860633134962130e+04
10101961610379636932,0,1.988920000000000e+33,-1.823262867178515e+16,3.500396850216640e+14,-2.226662688264714e+15,5.217538627178945e+04,-8.122338295597704e+04,-3.449802534811031e+04
10101961610379636932,0,1.988920000000000e+33,-9.879119504048016e+15,-3.255801142373616e+15,-3.730016865664420e+15,-8.100567780248038e+04,-6.052100714936289e+04,-3.667824140105455e+04
