0,35,0
key,merger [Bool],mass [kg],x [m],y [m],z [m],vx [m/s],vy [m/s],vz [m/s]
1.557406026480056e+15,1,7.955680000000000e+36,1.860085129127400e+13,-8.708084254198000e+12,-4.147172927782984e+12,1.226462984098227e+02,-2.593641186370819e+02,2.927052848781312e+00
1.274356348530404e+19,0,1.988920000000000e+33,-6.771499111933611e+15,3.093308084358296e+15,5.372689909528756e+14,2.020181376022769e+05,2.567998762180695e+05,-3.313932592130094e+04
1.005006144603335e+19,0,1.988920000000000e+33,6.967198053308874e+15,4.391844394708366e+15,-3.230864967295930e+14,-1.384432756316765e+05,1.769342325603584e+05,1.035375797684847e+04
5.877387291753282e+18,0,1.988920000000000e+33,7.349718207939726e+15,4.155013656827932e+15,9.837838551274764e+14,-7.778381089634588e+03,-2.053210904518254e+05,5.937731642796568e+03
1.476479846592803e+18,0,1.988920000000000e+33,-5.361018408815276e+15,-8.482248929321858e+15,8.121710566465070e+14,-1.506442892343492e+05,1.727251473668610e+05,-1.866046007946079e+04
1.227711492365194e+19,0,1.988920000000000e+33,1.229831085421537e+16,9.151191486946118e+15,4.542831599897896e+15,-1.231112929117790e+05,-1.101517371379177e+05,-3.455884693181004e+04
1.262802976032258e+19,0,1.988920000000000e+33,-1.334587211610474e+16,-7.329908729333564e+15,4.652716839882321e+14,7.411863036624374e+04,3.918121310751462e+03,7.576533218828265e+03
6.553930599993229e+18,0,1.988920000000000e+33,1.513399576888085e+16,6.816747428295102e+15,1.570727328604086e+15,9.924241612998261e+04,1.513370768424595e+05,2.491398475247581e+04
1.545725716701474e+19,0,1.988920000000000e+33,4.876237324093852e+15,-7.091655012807334e+15,-5.378189912418809e+14,2.294275341167139e+05,9.540445781410576e+04,-9.010496928335971e+03
5.982213990156314e+18,0,1.988920000000000e+33,-2.315570312730059e+16,-2.419454968593650e+15,8.455402828341302e+14,7.833987750958961e+03,-6.334459161976264e+04,1.429114210001507e+03
7.877148538459141e+18,0,1.988920000000000e+33,-5.613949435229769e+15,6.430286350039756e+15,7.847605856251715e+14,-2.321449455815539e+05,4.816078191015224e+03,-1.609269711425186e+04
8.100252224528364e+18,0,1.988920000000000e+33,-7.473056573383154e+15,-2.824842448400899e+15,-2.042948226820904e+14,7.597955513377696e+04,2.864918747581897e+05,3.071381480795418e+03
1.360534689057516e+19,0,1.988920000000000e+33,1.569438478427778e+15,6.941891462443986e+15,-1.223980102129830e+15,-2.654186112358720e+05,6.011419249532069e+04,-8.032501912557771e+02
4.068283080859776e+18,0,1.988920000000000e+33,-1.845643627228825e+16,-1.996474619103755e+16,-1.077829453518387e+15,2.442604163279669e+03,4.434191478720147e+04,2.860737661536439e+03
9.648497370311617e+18,0,1.988920000000000e+33,5.760603852803040e+14,7.875469951784434e+15,-4.461479656856901e+14,-2.237600968799851e+05,1.755051476044111e+04,-4.312742941539858e+04
7.337705306596469e+18,0,1.988920000000000e+33,-2.274452170453260e+15,6.750010947651214e+15,2.206229148710395e+14,2.265219659768180e+05,1.981868630850556e+05,1.273649802402906e+04
2.494392157653019e+18,0,1.988920000000000e+33,2.700863562517804e+15,-7.200698885638090e+15,-8.040274045826912e+14,2.784708891775549e+05,1.092122728318569e+05,6.976471044902579e+02
4.153632642948919e+18,0,1.988920000000000e+33,-9.635275818290784e+15,-2.179677617431106e+15,1.091079748623430e+14,1.402621793459035e+05,-2.082188956976485e+05,1.314781039109854e+04
6.517821905735207e+18,0,1.988920000000000e+33,8.430803980918782e+15,1.486145303099052e+15,7.857211503982036e+14,4.754252118688945e+04,-2.136418840424047e+05,1.831838806160117e+04
1.715730952119584e+19,0,1.988920000000000e+33,-7.661132987429840e+14,-6.316709539011870e+15,2.794564749611577e+14,2.730667099019614e+05,2.231077938749893e+04,5.517006192893950e+04
1.334773374444395e+19,0,1.988920000000000e+33,1.038939712328368e+16,-4.609765396554668e+15,8.624779931693601e+14,-1.505351796437456e+04,-1.621816126513686e+05,-4.107938629460463e+04
1.769236939345047e+19,0,1.988920000000000e+33,-5.353474796905544e+15,-5.876387244694390e+15,-3.566695754726939e+14,-1.742626622102452e+05,2.117069143105401e+05,7.424159351054549e+02
