0,20,0
key,merger [Bool],mass [kg],x [m],y [m],z [m],vx [m/s],vy [m/s],vz [m/s]
13517188078785464100,1,7.955680000000000e+36,-1.970171466695200e+13,-3.020059195019200e+13,8.545842363230875e+12,-2.283043416314626e+00,2.668486135773314e+02,-5.045614951550409e+01
13517188078785464100,1,1.988920000000000e+33,2.096846829120121e+16,1.214251766361981e+16,-7.609965066261954e+15,-6.755394186010171e+04,-7.277155588130798e+04,1.153940249138563e+04
13517188078785464100,1,1.988920000000000e+33,-1.744589678304584e+15,-2.530853393505955e+16,-1.040727375798060e+15,-1.936507896220157e+04,-1.801723167257800e+04,-1.825919565436558e+04
13517188078785464100,1,1.988920000000000e+33,-8.450261385306720e+15,5.839522130799840e+14,-1.757343164736130e+15,-8.688425951752246e+04,1.611396901450868e+05,-4.478588505237755e+04
13517188078785464100,1,1.988920000000000e+33,-1.025407249774377e+16,5.571882553926976e+15,-6.612597315278593e+15,6.794251768167662e+04,-1.760147049616291e+05,6.918186004607688e+04
13517188078785464100,1,1.988920000000000e+33,-2.769732924938592e+15,1.490876286798454e+16,-5.854190025324476e+14,-1.172474651267578e+05,-9.442250580340436e+04,2.999608502068251e+04
13517188078785464100,1,1.988920000000000e+33,-7.398717656075328e+15,9.311078133498784e+15,-1.490288413120744e+15,-4.422630355164950e+04,-2.063673510754152e+05,1.216746187674008e+04
13517188078785464100,1,1.988920000000000e+33,1.992238549094598e+16,6.316568898327824e+15,-1.586296150088036e+15,-1.095831433990449e+04,6.311035537560827e+04,9.519061054317082e+03
13517188078785464100,1,1.988920000000000e+33,-4.251228231627576e+15,1.132900092330469e+16,-5.045223272429321e+15,-4.716611235898828e+04,-1.266255627943647e+05,-7.085299787820901e+03
13517188078785464100,1,1.988920000000000e+33,-9.541244758808000e+12,1.850656641735931e+16,-5.095217227848881e+15,2.482302986691862e+04,-1.318267140625547e+04,5.685916883934867e+02
13517188078785464100,1,1.988920000000000e+33,-8.994306998800000e+12,9.469467068607408e+15,1.280528734378145e+14,-8.609895103716415e+04,1.417376746817270e+05,-6.924837930024393e+04
13517188078785464100,1,1.988920000000000e+33,-1.481791619621488e+15,-4.567972749060848e+15,1.186836198950217e+15,3.122232527471347e+05,-1.913229047737714e+05,7.706528490013613e+04
13517188078785464100,1,1.988920000000000e+33,-7.806781841114320e+14,6.021946031758256e+15,-9.961782430019575e+13,2.040483737000582e+05,-1.948101203898035e+05,1.301134015350732e+05
13517188078785464100,1,1.988920000000000e+33,5.228866276799385e+16,1.724326266736274e+16,-5.341536971720134e+15,-2.235010892039452e+04,1.380370226709497e+04,-7.803785872792125e+03
13517188078785464100,1,1.988920000000000e+33,7.725709554840424e+15,8.842385865481696e+15,-2.056088739323856e+15,1.075940153204921e+05,1.921823201194422e+05,-4.670216826488270e+04
13517188078785464100,1,1.988920000000000e+33,-1.146312895831386e+16,-2.799389174357312e+15,6.515987833538626e+15,-1.448476796247273e+05,6.228956556375202e+04,-7.420589268558682e+03
13517188078785464100,1,1.988920000000000e+33,1.259624715526186e+16,2.232172866149248e+16,-3.427513199966166e+15,-5.689556577935864e+04,-1.613514403957070e+04,3.103533820881982e+04
13517188078785464100,1,1.988920000000000e+33,-2.109287125994592e+15,2.667334615225584e+15,-1.191988737831811e+14,1.351837020223778e+05,-4.669656690208063e+05,7.053309857206789e+04
13517188078785464100,1,1.988920000000000e+33,1.494143113466783e+16,4.120203177983936e+15,-7.000065261397445e+14,-6.859928710380632e+04,1.433611657487741e+05,-1.323095648397430e+03
13517188078785464100,1,1.988920000000000e+33,1.085978086712536e+15,4.121605900280416e+15,5.527927644776894e+14,-7.048964949082368e+04,-2.683835063919057e+05,-3.726658848223740e+04
