0,40,0
key,merger [Bool],mass [kg],x [m],y [m],z [m],vx [m/s],vy [m/s],vz [m/s]
5.895593227296244e+17,1,7.955680000000000e+36,-2.544486803203200e+13,-5.569569261110400e+13,1.358974919217900e+13,-3.866410420883560e+02,-1.672974469714864e+02,1.829182801883886e+02
1.991942678194684e+18,0,1.988920000000000e+33,-1.234654907636237e+16,1.285237688846150e+16,1.110564648024950e+15,2.109043494511932e+03,2.985075506177217e+04,2.675538867756680e+04
7.863060669041837e+18,0,1.988920000000000e+33,5.440930856278176e+15,9.205496071402560e+14,-9.140336608855436e+15,-2.789634577112123e+04,-1.237373859116201e+04,5.716379682420872e+04
1.340871346870058e+19,0,1.988920000000000e+33,-3.040974557447680e+14,3.886709268580064e+15,1.162339021800262e+16,-2.412355082605495e+04,1.169238085883707e+05,-3.812480564967080e+04
2.932804014259942e+18,0,1.988920000000000e+33,2.678171384059936e+15,1.720756602726051e+16,1.800527596922531e+15,-1.055370864607220e+05,-7.931198506361659e+04,-1.721632248772981e+04
1.846307837072177e+18,0,1.988920000000000e+33,3.512762586894400e+14,-2.747554716177600e+15,2.513420043010046e+15,4.412071237313314e+05,-2.773077544858482e+04,1.701481633031798e+04
1.278758893278348e+19,0,1.988920000000000e+33,8.912428333711136e+15,5.671932316318624e+15,2.152629845703636e+15,-9.800468315311206e+03,-3.698329844667869e+04,-1.242526815769090e+05
8.303619242301540e+18,0,1.988920000000000e+33,3.031886166197472e+15,1.418911634314976e+15,-1.069490554223088e+15,3.589600307885374e+05,1.754661341426721e+04,-1.875218012738546e+05
7.624356720153673e+18,0,1.988920000000000e+33,1.369214192813754e+16,-4.820784578403296e+15,-5.959869924570000e+12,1.120886922756230e+05,1.087176017942253e+05,-5.463602392689855e+04
3.067621416139555e+18,0,1.988920000000000e+33,7.673823721440000e+15,1.166370731962454e+16,2.391177680677801e+15,3.846843144310486e+04,-1.488642902745706e+04,3.575236731223136e+03
8.119013478316068e+18,0,1.988920000000000e+33,9.342564328388544e+15,-6.487690665084800e+14,9.644968909203800e+13,9.589132676390668e+04,-2.218425663179906e+05,-5.954473932789821e+04
4.774035522936130e+17,0,1.988920000000000e+33,4.282144518020960e+15,1.768546949673408e+15,-4.054456089585573e+15,-3.295488909641528e+05,-3.714950371821304e+04,-2.018880391526394e+04
1.307685874110317e+19,0,1.988920000000000e+33,1.563225954773568e+16,1.992999038141216e+15,-8.700809978249732e+15,2.522417500828981e+04,2.020586679835603e+04,4.162399922059473e+03
