0,30,0
key,merger [Bool],mass [kg],x [m],y [m],z [m],vx [m/s],vy [m/s],vz [m/s]
15985878064580490049,0,7.955680000000000e+36,-1.307126169036800e+13,-4.212870277689600e+13,-3.919722717706602e+12,-5.267605631349625e+01,8.792452993778215e+01,1.520975612277508e+02
15985878064580490049,0,1.988920000000000e+33,-3.014462956580992e+15,2.907627440624480e+15,-1.455840150722192e+16,-4.456466143454392e+04,6.070148794361440e+04,-1.740337857181886e+05
15985878064580490049,0,1.988920000000000e+33,-9.285467226287520e+15,-1.337464858825926e+16,1.389891305303020e+16,2.437104402760234e+04,-5.827145885436457e+04,6.519118880823336e+03
15985878064580490049,0,1.988920000000000e+33,4.433181627176128e+15,6.243839534945120e+15,7.627135548149012e+15,1.044870733185693e+05,1.696056560698678e+05,-1.110965746870087e+04
15985878064580490049,0,1.988920000000000e+33,-4.017329364271168e+15,2.631082153268896e+15,-2.541433251030084e+15,1.061346228481412e+04,-3.546723192925835e+05,3.468595299679342e+04
15985878064580490049,0,1.988920000000000e+33,8.233047532223616e+15,1.963364541470669e+16,-9.365416364225084e+15,5.965716989534757e+04,-5.944091117605270e+04,5.256628617363564e+03
15985878064580490049,0,1.988920000000000e+33,3.449280900039680e+14,4.248214753674720e+15,6.692386165156815e+15,-5.280162092835293e+03,-6.069492887641443e+04,-9.265906177616067e+04
15985878064580490049,0,1.988920000000000e+33,-6.206053906321760e+15,8.883486395519072e+15,-2.356747743877993e+14,7.973147636106871e+04,-8.434490444593439e+03,-8.718936905405547e+04
15985878064580490049,0,1.988920000000000e+33,8.958077004864416e+15,9.674168387051392e+15,8.683622308525110e+14,-7.980181907989617e+04,-1.060646080970374e+05,8.255951104703998e+04
15985878064580490049,0,1.988920000000000e+33,7.692865482160608e+15,-6.938218573331520e+14,-6.560434613337907e+15,-1.335362097624245e+05,-1.383561131068919e+05,-3.683777554306441e+04
15985878064580490049,0,1.988920000000000e+33,7.370786711878592e+15,9.542087171078528e+15,-5.267835863228149e+14,9.512942974007035e+04,-1.434463289754040e+05,1.200428136884134e+05
15985878064580490049,0,1.988920000000000e+33,-3.895915494904608e+15,1.806839635154528e+15,2.506848184578995e+15,-9.725127144371305e+04,3.811299137609483e+05,5.217789407198716e+04
15985878064580490049,0,1.988920000000000e+33,-6.801728251793344e+15,4.550154370222400e+14,-5.505319443092758e+15,-1.620610568302321e+05,-1.108302949656349e+05,-1.954472683692264e+05
15985878064580490049,0,1.988920000000000e+33,4.200640056794624e+15,-1.653103820884730e+16,7.015244465441452e+15,1.517282887712418e+05,-4.917003015227936e+04,3.907949533315108e+04
15985878064580490049,0,1.988920000000000e+33,3.132072716846656e+15,9.093328230557920e+15,1.401246136987915e+16,-3.245674908765090e+04,-1.408222281026246e+05,7.379039570156553e+04
15985878064580490049,0,1.988920000000000e+33,2.705091804404416e+15,1.456317870564186e+16,-9.656770933668598e+14,-4.593452595786123e+04,9.683048110902934e+04,-3.260294644371850e+03
15985878064580490049,0,1.988920000000000e+33,5.223329950624832e+15,1.639634077886042e+16,-1.207381614877077e+15,4.775295878653109e+04,2.051335801649316e+04,-7.005387544808241e+04
15985878064580490049,0,1.988920000000000e+33,4.040786363949216e+15,6.409913014039552e+15,-1.196758537883324e+15,-1.293810828999616e+05,3.115417894468613e+05,-1.343250993019448e+04
15985878064580490049,0,1.988920000000000e+33,-1.715378289004032e+15,1.847754571430803e+16,-3.934695952376262e+15,-6.408405103381364e+04,2.405655450309767e+03,7.164241323033048e+04
15985878064580490049,0,1.988920000000000e+33,1.084894693668541e+16,-1.569140483728640e+16,9.505749628439866e+15,-2.160785000833187e+04,2.735891462568942e+04,5.761532627131243e+04
15985878064580490049,0,1.988920000000000e+33,-1.079417475321978e+16,1.027388279507085e+16,-7.092188768039653e+15,8.249406772226267e+04,-6.523652724537907e+04,1.926854365427257e+04
15985878064580490049,0,1.988920000000000e+33,8.515693732849120e+15,-1.074268292368416e+15,8.159405902238319e+14,2.061324288730190e+05,1.321086989493712e+05,5.864179862417398e+03
15985878064580490049,0,1.988920000000000e+33,-9.818742533187552e+15,9.498831015485024e+15,6.412363963700650e+15,4.205679450539740e+04,1.537396487882144e+04,3.580911121310205e+04
15985878064580490049,0,1.988920000000000e+33,-1.423618595666954e+16,1.643361671833942e+16,1.396652308161911e+16,4.825009088821983e+04,-7.674138813375197e+04,-7.705749652153798e+04
15985878064580490049,0,1.988920000000000e+33,9.541640699534400e+15,1.090075961949187e+16,3.113514065073297e+15,1.007403656178969e+05,-5.683946224319564e+04,-5.479431254013735e+04
15985878064580490049,0,1.988920000000000e+33,7.694507715322016e+15,1.379502937175680e+14,-1.916680988690867e+15,-1.559025097466057e+05,1.314202891398440e+05,1.527171166050089e+05
15985878064580490049,0,1.988920000000000e+33,2.858989252405440e+14,1.019749182915136e+16,-6.107387328654067e+15,-9.376240466856891e+04,3.102154759257891e+04,4.752219031238622e+04
15985878064580490049,0,1.988920000000000e+33,-3.261452227242560e+14,-1.525724660047456e+15,9.164728329752909e+14,1.147146855153032e+05,-2.750002234985579e+05,-6.067877538602762e+05
15985878064580490049,0,1.988920000000000e+33,2.613880200543680e+15,1.518786766058800e+16,-9.410561715016968e+14,8.174006458064116e+04,-5.173078694151309e+02,-2.931191148852611e+03
15985878064580490049,0,1.988920000000000e+33,2.656125516552592e+16,1.380900485330048e+16,-9.017734313285618e+15,2.672917841243837e+04,-2.717125570038051e+04,1.265341562587845e+04
